start,count
"(1004, 648, 1363)","(74, 34, 49)"
"(2308, 711, 2804)","(47, 57, 46)"
"(245, 598, 524)","(50, 55, 44)"
"(1143, 247, 1682)","(63, 54, 37)"
"(948, 322, 1290)","(60, 90, 23)"
"(1110, 396, 20)","(46, 66, 41)"
"(1568, 824, 998)","(43, 41, 70)"
"(1185, 310, 2680)","(46, 65, 41)"
"(679, 253, 1151)","(83, 59, 25)"
"(258, 766, 2795)","(75, 41, 40)"
"(2456, 374, 1519)","(61, 39, 52)"
"(919, 651, 1434)","(70, 31, 57)"
"(769, 394, 1743)","(22, 80, 69)"
"(655, 274, 1732)","(27, 66, 69)"
"(1690, 339, 767)","(45, 54, 51)"
"(1, 312, 1348)","(34, 76, 47)"
"(166, 330, 144)","(34, 87, 42)"
"(1033, 644, 1287)","(45, 65, 42)"
"(956, 258, 1290)","(54, 49, 47)"
"(854, 442, 2201)","(39, 30, 106)"
"(1395, 127, 1088)","(27, 65, 70)"
"(873, 113, 504)","(34, 32, 111)"
"(879, 206, 3205)","(53, 81, 29)"
"(1670, 615, 1678)","(48, 35, 73)"
"(127, 509, 2168)","(72, 49, 35)"
"(1311, 441, 2415)","(63, 63, 31)"
"(1216, 249, 2043)","(83, 30, 49)"
"(494, 358, 1326)","(43, 40, 71)"
"(1148, 298, 804)","(35, 59, 60)"
"(1004, 648, 1363)","(74, 34, 49)"
"(701, 533, 1585)","(59, 27, 77)"
"(720, 511, 2427)","(49, 50, 51)"
"(85, 707, 2184)","(60, 31, 66)"
"(121, 592, 2410)","(74, 25, 67)"
"(514, 264, 1345)","(38, 54, 60)"
"(1269, 706, 2518)","(33, 61, 61)"
"(499, 430, 2117)","(34, 50, 71)"
"(619, 482, 2311)","(32, 71, 54)"
"(1089, 116, 312)","(70, 46, 38)"
"(276, 481, 2145)","(58, 35, 60)"
"(515, 67, 1020)","(91, 34, 40)"
"(1504, 500, 1021)","(60, 27, 76)"
"(2488, 600, 1388)","(35, 65, 54)"
"(794, 351, 2068)","(32, 60, 64)"
"(1607, 764, 1604)","(66, 60, 31)"
"(449, 665, 1302)","(59, 34, 62)"
"(246, 666, 526)","(53, 45, 53)"
"(946, 615, 600)","(55, 48, 47)"
"(863, 577, 1378)","(68, 28, 64)"
"(1169, 312, 2696)","(78, 42, 38)"
"(1684, 38, 677)","(38, 61, 54)"
"(1754, 448, 1458)","(37, 41, 83)"
"(1104, 50, 1118)","(34, 51, 71)"
"(1173, 722, 153)","(47, 44, 59)"
"(325, 21, 582)","(47, 93, 28)"
"(2312, 725, 2774)","(45, 37, 73)"
"(626, 733, 2167)","(47, 46, 57)"
"(882, 351, 1615)","(80, 22, 70)"
"(310, 289, 1536)","(36, 40, 86)"
"(789, 367, 2066)","(42, 40, 74)"
"(799, 254, 1270)","(56, 30, 72)"
"(1544, 349, 1861)","(55, 34, 66)"
"(917, 342, 1650)","(59, 37, 57)"
"(497, 219, 977)","(40, 38, 81)"
"(1829, 344, 2205)","(72, 57, 30)"
"(1511, 377, 1585)","(85, 24, 61)"
"(777, 473, 2364)","(52, 35, 68)"
"(830, 335, 1183)","(53, 65, 36)"
"(1028, 368, 2056)","(58, 59, 36)"
"(1392, 469, 2094)","(33, 48, 77)"
"(906, 466, 965)","(55, 34, 65)"
"(1612, 856, 3328)","(47, 40, 67)"
"(1170, 458, 1874)","(57, 58, 37)"
"(1262, 295, 2421)","(43, 66, 44)"
"(1216, 205, 1997)","(39, 55, 58)"
"(1089, 190, 1490)","(49, 55, 45)"
"(955, 38, 1144)","(50, 63, 39)"
"(847, 373, 1712)","(48, 41, 63)"
"(1096, 647, 1302)","(38, 47, 68)"
"(1047, 648, 1272)","(57, 61, 35)"
"(320, 301, 1164)","(37, 49, 68)"
"(1870, 295, 2654)","(47, 52, 51)"
"(22, 300, 1379)","(61, 38, 53)"
"(802, 199, 1081)","(59, 56, 37)"
"(1612, 856, 3328)","(47, 40, 67)"
"(996, 520, 2955)","(38, 56, 57)"
"(911, 369, 1151)","(52, 45, 53)"
"(749, 581, 1843)","(48, 91, 28)"
"(721, 383, 859)","(69, 28, 63)"
"(1526, 370, 1617)","(31, 73, 55)"
"(615, 720, 2169)","(40, 63, 48)"
"(1433, 626, 1090)","(46, 56, 48)"
"(1922, 595, 226)","(39, 38, 82)"
"(522, 16, 1201)","(72, 43, 40)"
"(57, 565, 625)","(49, 57, 44)"
"(1077, 600, 1293)","(48, 65, 39)"
"(983, 586, 1314)","(37, 73, 46)"
"(340, 476, 3)","(52, 36, 65)"
"(166, 330, 144)","(34, 87, 42)"
"(231, 521, 2085)","(50, 62, 40)"
"(342, 610, 241)","(54, 67, 34)"
"(882, 573, 1421)","(53, 42, 56)"
"(599, 672, 684)","(62, 42, 48)"
"(682, 517, 1622)","(56, 37, 59)"
"(1440, 447, 369)","(28, 52, 83)"
"(1568, 399, 1554)","(52, 71, 33)"
"(1543, 543, 2230)","(58, 51, 42)"
"(876, 340, 1136)","(62, 54, 37)"
"(1502, 409, 1595)","(54, 32, 71)"
"(236, 483, 2100)","(26, 77, 62)"
"(1261, 440, 697)","(64, 31, 63)"
"(1455, 105, 1931)","(34, 59, 62)"
"(168, 371, 2601)","(85, 32, 45)"
"(2281, 217, 2248)","(38, 43, 75)"
"(1264, 277, 2437)","(68, 64, 28)"
"(350, 129, 1595)","(44, 86, 32)"
"(1283, 279, 2410)","(83, 29, 52)"
"(663, 357, 2129)","(69, 36, 50)"
"(228, 512, 3162)","(49, 55, 46)"
"(2372, 236, 1071)","(49, 32, 80)"
"(1708, 359, 765)","(45, 41, 66)"
"(873, 113, 504)","(34, 32, 111)"
"(712, 678, 771)","(74, 37, 45)"
"(962, 246, 681)","(51, 62, 39)"
"(1627, 615, 1970)","(76, 40, 41)"
"(2093, 259, 1935)","(57, 51, 43)"
"(1904, 606, 793)","(71, 29, 59)"
"(1980, 368, 2493)","(44, 49, 57)"
"(2218, 679, 2926)","(47, 49, 54)"
"(1667, 657, 840)","(56, 52, 43)"
"(1719, 547, 744)","(64, 46, 42)"
"(1195, 171, 967)","(56, 42, 53)"
"(1316, 109, 1188)","(22, 76, 75)"
"(1171, 379, 2018)","(29, 66, 65)"
"(957, 329, 1307)","(27, 88, 52)"
"(1109, 103, 304)","(66, 51, 37)"
"(827, 552, 2419)","(86, 25, 58)"
"(1729, 299, 23)","(29, 84, 51)"
"(1398, 460, 2103)","(40, 52, 59)"
"(1134, 224, 1413)","(57, 44, 49)"
"(1328, 345, 1228)","(63, 47, 41)"
"(916, 100, 703)","(48, 45, 57)"
"(223, 530, 3162)","(54, 51, 45)"
"(1139, 526, 1061)","(72, 31, 55)"
"(883, 421, 1250)","(49, 39, 64)"
"(1241, 489, 703)","(46, 82, 33)"
"(1750, 340, 1798)","(59, 30, 70)"
"(1423, 295, 1736)","(43, 32, 90)"
"(1038, 588, 1400)","(50, 38, 64)"
"(1127, 620, 1107)","(45, 37, 75)"
"(686, 338, 2157)","(47, 56, 47)"
"(1057, 311, 1749)","(38, 53, 61)"
"(1062, 430, 144)","(47, 38, 69)"
"(208, 497, 3178)","(36, 50, 68)"
"(2306, 356, 1113)","(38, 66, 49)"
"(331, 228, 1471)","(48, 53, 49)"
"(1408, 739, 394)","(41, 51, 60)"
"(937, 902, 2641)","(57, 39, 55)"
"(849, 397, 943)","(40, 73, 42)"
"(311, 20, 575)","(55, 30, 74)"
"(1429, 366, 1685)","(28, 44, 100)"
"(1396, 622, 1040)","(56, 57, 38)"
"(722, 258, 1794)","(40, 55, 56)"
"(695, 869, 2272)","(51, 54, 45)"
"(441, 258, 1363)","(58, 36, 60)"
"(315, 868, 773)","(83, 30, 50)"
"(1559, 166, 2217)","(49, 59, 43)"
"(941, 32, 2414)","(58, 58, 37)"
"(636, 537, 2336)","(42, 55, 54)"
"(744, 290, 2046)","(55, 50, 44)"
"(1048, 349, 988)","(60, 41, 51)"
"(954, 628, 1327)","(60, 65, 32)"
"(1069, 404, 183)","(55, 32, 70)"
"(1959, 186, 280)","(66, 37, 50)"
"(835, 370, 1212)","(86, 42, 34)"
"(948, 43, 1138)","(57, 43, 51)"
"(893, 379, 1156)","(47, 63, 42)"
"(2457, 306, 3335)","(59, 70, 30)"
"(155, 536, 1184)","(68, 31, 59)"
"(109, 359, 2940)","(60, 37, 56)"
"(2418, 171, 2468)","(38, 70, 46)"
"(1466, 411, 1665)","(55, 85, 26)"
"(872, 628, 1536)","(54, 64, 36)"
"(1065, 663, 1321)","(69, 29, 63)"
"(1297, 557, 245)","(74, 38, 44)"
"(619, 505, 2528)","(76, 41, 40)"
"(1253, 460, 699)","(49, 54, 47)"
"(1486, 367, 1670)","(46, 78, 35)"
"(1829, 102, 1168)","(40, 69, 45)"
"(1051, 635, 1311)","(34, 45, 82)"
"(224, 60, 2129)","(72, 25, 70)"
"(1537, 341, 1871)","(43, 50, 58)"
"(881, 521, 1110)","(50, 39, 63)"
"(1084, 397, 2033)","(57, 44, 50)"
"(1021, 441, 1908)","(42, 63, 47)"
"(698, 285, 412)","(56, 42, 52)"
"(101, 697, 2867)","(44, 77, 36)"
"(1347, 155, 55)","(57, 49, 44)"
"(1337, 415, 1406)","(69, 37, 48)"
"(830, 338, 1708)","(53, 46, 51)"
"(2198, 268, 1677)","(53, 48, 49)"
"(1332, 513, 1395)","(53, 52, 45)"
"(869, 460, 1313)","(69, 34, 53)"
"(1580, 485, 1618)","(86, 32, 45)"
"(271, 833, 1712)","(51, 48, 51)"
"(515, 419, 1267)","(37, 43, 78)"
"(917, 395, 1270)","(56, 53, 42)"
"(954, 223, 1502)","(49, 32, 79)"
"(27, 335, 1370)","(63, 47, 41)"
"(813, 229, 1159)","(46, 29, 91)"
"(1073, 374, 212)","(33, 66, 57)"
"(938, 401, 1388)","(100, 48, 26)"
"(464, 359, 891)","(78, 37, 42)"
"(833, 404, 1224)","(44, 54, 53)"
"(764, 497, 2452)","(62, 66, 30)"
"(313, 225, 1513)","(50, 46, 54)"
"(705, 400, 877)","(52, 37, 64)"
"(1514, 346, 1669)","(28, 82, 54)"
"(23, 381, 1620)","(53, 43, 54)"
"(1519, 566, 2501)","(74, 33, 50)"
"(1495, 355, 1650)","(58, 57, 37)"
"(2376, 94, 7)","(62, 32, 62)"
"(918, 452, 978)","(65, 30, 64)"
"(1156, 418, 1874)","(58, 48, 44)"
"(1757, 478, 1493)","(37, 76, 44)"
"(1043, 390, 1903)","(54, 53, 43)"
"(598, 679, 646)","(38, 39, 83)"
"(1269, 706, 2518)","(33, 61, 61)"
"(831, 353, 1206)","(54, 45, 50)"
"(332, 38, 2486)","(36, 91, 38)"
"(1253, 460, 699)","(49, 54, 47)"
"(542, 18, 1161)","(39, 39, 81)"
"(1058, 317, 1986)","(37, 44, 75)"
"(1842, 267, 688)","(52, 44, 54)"
"(1103, 298, 1758)","(51, 54, 45)"
"(542, 18, 1161)","(39, 39, 81)"
"(780, 552, 2402)","(42, 47, 62)"
"(267, 371, 1356)","(29, 85, 49)"
"(1559, 166, 2217)","(49, 59, 43)"
"(163, 182, 2439)","(113, 34, 32)"
"(1719, 547, 744)","(64, 46, 42)"
"(98, 252, 963)","(71, 44, 40)"
"(2376, 94, 7)","(62, 32, 62)"
"(1436, 392, 1642)","(73, 34, 50)"
"(504, 391, 1313)","(39, 55, 58)"
"(883, 366, 1265)","(55, 93, 24)"
"(903, 135, 912)","(52, 39, 61)"
"(1158, 396, 1975)","(47, 51, 51)"
"(969, 355, 1583)","(45, 40, 69)"
"(340, 208, 1255)","(24, 76, 68)"
"(843, 534, 2421)","(36, 68, 51)"
"(943, 287, 1254)","(38, 63, 51)"
"(1105, 308, 747)","(45, 58, 48)"
"(1873, 354, 2191)","(64, 39, 49)"
"(1030, 397, 2052)","(38, 56, 58)"
"(827, 465, 2238)","(58, 34, 62)"
"(707, 330, 2159)","(32, 58, 64)"
"(1073, 336, 977)","(88, 38, 35)"
"(544, 407, 2208)","(40, 35, 89)"
"(552, 395, 2249)","(69, 60, 30)"
"(748, 707, 3375)","(55, 65, 34)"
"(1851, 323, 2636)","(39, 60, 53)"
"(1220, 320, 2698)","(45, 51, 54)"
"(874, 241, 3191)","(49, 55, 46)"
"(775, 490, 2381)","(53, 56, 42)"
"(316, 232, 1513)","(30, 71, 58)"
"(1750, 563, 741)","(37, 42, 79)"
"(333, 839, 781)","(63, 72, 27)"
"(996, 335, 2797)","(37, 42, 81)"
"(634, 548, 2056)","(34, 64, 56)"
"(823, 689, 137)","(53, 47, 50)"
"(962, 246, 681)","(51, 62, 39)"
"(637, 237, 1737)","(41, 64, 47)"
"(1291, 310, 1826)","(54, 53, 44)"
"(905, 151, 179)","(37, 59, 56)"
"(1568, 537, 2263)","(42, 55, 54)"
"(848, 408, 933)","(46, 56, 48)"
"(2394, 214, 1583)","(67, 32, 57)"
"(1605, 533, 2536)","(29, 64, 67)"
"(991, 324, 1354)","(28, 62, 70)"
"(759, 800, 1763)","(39, 105, 30)"
"(918, 452, 978)","(65, 30, 64)"
"(822, 415, 2192)","(92, 36, 37)"
"(1230, 328, 1716)","(66, 33, 57)"
"(917, 289, 1648)","(53, 48, 49)"
"(1335, 623, 1649)","(49, 49, 52)"
"(1330, 165, 1160)","(59, 62, 34)"
"(528, 413, 2230)","(48, 48, 53)"
"(1079, 736, 1940)","(30, 50, 82)"
"(1213, 586, 1435)","(64, 61, 32)"
"(1075, 39, 1081)","(45, 42, 67)"
"(862, 577, 1378)","(66, 26, 72)"
"(1715, 539, 732)","(74, 29, 58)"
"(909, 655, 501)","(62, 29, 69)"
"(2488, 600, 1388)","(35, 65, 54)"
"(1374, 339, 1373)","(69, 62, 29)"
"(27, 335, 1370)","(63, 47, 41)"
"(1443, 237, 1218)","(69, 24, 74)"
"(1516, 368, 1584)","(58, 43, 50)"
"(1157, 877, 1381)","(53, 52, 45)"
"(1062, 349, 3119)","(62, 38, 53)"
"(391, 34, 219)","(81, 45, 34)"
"(1582, 580, 845)","(63, 68, 29)"
"(62, 596, 642)","(66, 45, 42)"
"(249, 391, 358)","(60, 25, 81)"
"(340, 476, 3)","(52, 36, 65)"
"(827, 465, 2238)","(58, 34, 62)"
"(1341, 738, 1116)","(25, 97, 51)"
"(948, 43, 1138)","(57, 43, 51)"
"(1275, 306, 2405)","(65, 33, 58)"
"(954, 223, 1502)","(49, 32, 79)"
"(2329, 56, 1774)","(37, 59, 57)"
"(303, 241, 1480)","(58, 51, 42)"
"(1723, 455, 1479)","(56, 44, 50)"
"(246, 666, 526)","(53, 45, 53)"
"(801, 303, 689)","(40, 49, 63)"
"(82, 603, 615)","(44, 38, 75)"
"(1474, 438, 1706)","(34, 66, 55)"
"(565, 247, 888)","(31, 77, 52)"
"(1070, 434, 1917)","(50, 40, 61)"
"(312, 184, 1477)","(45, 67, 41)"
"(1336, 375, 1220)","(66, 36, 52)"
"(1703, 387, 1365)","(76, 66, 25)"
"(590, 300, 1713)","(57, 28, 77)"
"(1608, 748, 20)","(45, 48, 57)"
"(1216, 205, 1997)","(39, 55, 58)"
"(1534, 405, 1635)","(59, 52, 41)"
"(1129, 382, 2019)","(61, 59, 34)"
"(533, 466, 2616)","(33, 52, 72)"
"(1767, 463, 1608)","(50, 53, 47)"
"(1362, 358, 1069)","(104, 30, 40)"
"(1015, 258, 936)","(60, 40, 52)"
"(952, 347, 1573)","(52, 36, 66)"
"(1476, 414, 1709)","(31, 80, 49)"
"(1543, 448, 1384)","(66, 66, 28)"
"(2284, 141, 2446)","(40, 40, 78)"
"(598, 0, 2070)","(35, 50, 70)"
"(764, 497, 2452)","(62, 66, 30)"
"(1346, 342, 1225)","(44, 66, 43)"
"(1684, 38, 677)","(38, 61, 54)"
"(1162, 437, 1884)","(62, 63, 32)"
"(701, 456, 89)","(41, 60, 51)"
"(778, 279, 725)","(46, 59, 45)"
"(600, 153, 484)","(40, 61, 50)"
"(881, 117, 2865)","(30, 64, 63)"
"(598, 0, 2070)","(35, 50, 70)"
"(565, 247, 888)","(31, 77, 52)"
"(1405, 462, 2091)","(32, 54, 70)"
"(1087, 334, 1368)","(41, 70, 43)"
"(1544, 455, 1385)","(53, 88, 26)"
"(1396, 728, 388)","(43, 51, 56)"
"(1148, 382, 2029)","(44, 56, 50)"
"(1747, 338, 1817)","(31, 82, 48)"
"(914, 119, 932)","(70, 30, 59)"
"(1216, 205, 1997)","(39, 55, 58)"
"(1287, 333, 2202)","(62, 37, 53)"
"(1398, 460, 2103)","(40, 52, 59)"
"(1375, 106, 325)","(56, 41, 53)"
"(1426, 358, 1709)","(72, 36, 47)"
"(1230, 182, 1590)","(52, 45, 53)"
"(1056, 338, 1003)","(68, 57, 32)"
"(777, 473, 2364)","(52, 35, 68)"
"(1328, 327, 1040)","(58, 32, 66)"
"(836, 724, 151)","(67, 48, 39)"
"(628, 419, 1570)","(54, 58, 40)"
"(1152, 535, 2600)","(67, 24, 77)"
"(1318, 496, 1414)","(75, 61, 27)"
"(1289, 321, 341)","(57, 54, 41)"
"(800, 707, 137)","(90, 50, 27)"
"(1526, 370, 1617)","(31, 73, 55)"
"(385, 611, 201)","(73, 24, 70)"
"(1473, 454, 1535)","(37, 83, 41)"
"(1404, 475, 1327)","(75, 36, 45)"
"(1370, 376, 1221)","(51, 27, 90)"
"(882, 312, 1113)","(21, 81, 72)"
"(554, 374, 2072)","(36, 52, 66)"
"(1155, 423, 2334)","(55, 55, 41)"
"(1062, 349, 3119)","(62, 38, 53)"
"(47, 776, 2115)","(42, 53, 55)"
"(1573, 751, 40)","(70, 47, 37)"
"(381, 252, 385)","(49, 50, 51)"
"(1576, 468, 1654)","(39, 39, 82)"
"(862, 443, 961)","(77, 43, 37)"
"(515, 172, 1695)","(71, 29, 60)"
"(783, 368, 2062)","(59, 31, 67)"
"(1690, 339, 767)","(45, 54, 51)"
"(259, 483, 2160)","(53, 36, 65)"
"(49, 538, 2748)","(93, 45, 29)"
"(1144, 619, 1076)","(29, 38, 110)"
"(1590, 212, 1401)","(93, 27, 49)"
"(842, 335, 1717)","(46, 57, 47)"
"(1052, 191, 816)","(61, 43, 47)"
"(1006, 374, 551)","(50, 40, 62)"
"(840, 350, 1207)","(40, 82, 38)"
"(1568, 399, 1554)","(52, 71, 33)"
"(81, 336, 1311)","(58, 45, 47)"
"(930, 638, 1496)","(68, 26, 69)"
"(929, 192, 290)","(43, 92, 31)"
"(342, 456, 0)","(38, 57, 57)"
"(2119, 179, 885)","(54, 47, 49)"
"(870, 133, 597)","(83, 24, 62)"
"(551, 6, 1525)","(57, 41, 52)"
"(946, 664, 1415)","(89, 38, 37)"
"(1465, 402, 1717)","(33, 96, 38)"
"(1328, 345, 1228)","(63, 47, 41)"
"(903, 146, 2526)","(57, 45, 49)"
"(1535, 404, 1590)","(58, 35, 61)"
"(259, 369, 2468)","(73, 75, 23)"
"(1079, 207, 1947)","(38, 65, 50)"
"(1088, 405, 145)","(48, 38, 68)"
"(1570, 471, 1691)","(58, 37, 57)"
"(943, 533, 377)","(28, 62, 72)"
"(754, 514, 2395)","(53, 26, 88)"
"(1061, 214, 1491)","(53, 39, 60)"
"(1142, 635, 1841)","(34, 44, 82)"
"(1552, 410, 2603)","(57, 37, 58)"
"(1075, 374, 159)","(41, 76, 40)"
"(984, 680, 2578)","(64, 39, 49)"
"(1808, 431, 1049)","(53, 58, 40)"
"(2306, 547, 2287)","(77, 38, 43)"
"(1931, 605, 770)","(64, 37, 52)"
"(501, 406, 920)","(78, 35, 46)"
"(619, 482, 2311)","(32, 71, 54)"
"(1349, 5, 2112)","(47, 45, 58)"
"(787, 309, 688)","(43, 59, 49)"
"(1326, 302, 977)","(52, 50, 48)"
"(915, 378, 1237)","(57, 60, 37)"
"(950, 202, 1542)","(65, 35, 54)"
"(588, 296, 1748)","(76, 28, 58)"
"(272, 701, 1192)","(46, 53, 51)"
"(847, 294, 1611)","(29, 50, 85)"
"(1478, 452, 1656)","(30, 64, 65)"
"(1079, 378, 147)","(41, 75, 41)"
"(872, 479, 1298)","(33, 41, 90)"
"(503, 364, 1341)","(33, 98, 38)"
"(1474, 410, 1031)","(35, 58, 62)"
"(613, 23, 1510)","(54, 70, 33)"
"(927, 4, 2435)","(67, 47, 40)"
"(1005, 54, 1818)","(68, 36, 51)"
"(1063, 375, 148)","(78, 30, 53)"
"(1255, 361, 2973)","(68, 32, 57)"
"(1447, 374, 1644)","(36, 52, 67)"
"(1084, 331, 976)","(58, 55, 39)"
"(1044, 571, 1414)","(44, 57, 49)"
"(1725, 465, 1555)","(34, 66, 56)"
"(1253, 341, 2178)","(75, 63, 26)"
"(301, 688, 1506)","(76, 52, 31)"
"(570, 456, 1554)","(32, 52, 73)"
"(892, 383, 1187)","(55, 38, 60)"
"(1688, 252, 529)","(26, 56, 84)"
"(1087, 334, 1368)","(41, 70, 43)"
"(979, 706, 1988)","(62, 32, 62)"
"(193, 287, 2725)","(35, 81, 44)"
"(1427, 492, 2849)","(43, 68, 43)"
"(2341, 62, 1777)","(58, 34, 62)"
"(1279, 787, 1112)","(91, 38, 36)"
"(599, 672, 684)","(62, 42, 48)"
"(1035, 132, 1095)","(55, 37, 60)"
"(1312, 381, 317)","(39, 64, 49)"
"(56, 248, 986)","(41, 54, 55)"
"(329, 667, 1142)","(48, 38, 67)"
"(952, 620, 2571)","(52, 44, 54)"
"(1556, 397, 1603)","(38, 64, 50)"
"(2278, 114, 1221)","(58, 37, 58)"
"(1075, 39, 1081)","(45, 42, 67)"
"(869, 316, 1105)","(52, 36, 67)"
"(675, 334, 2162)","(72, 80, 21)"
"(785, 496, 2389)","(50, 52, 48)"
"(1544, 349, 1861)","(55, 34, 66)"
"(978, 359, 1572)","(45, 45, 60)"
"(981, 522, 2968)","(53, 87, 26)"
"(82, 246, 952)","(32, 42, 90)"
"(843, 312, 694)","(43, 62, 46)"
"(1282, 595, 3041)","(39, 57, 56)"
"(1370, 376, 1221)","(51, 27, 90)"
"(1774, 407, 2039)","(47, 71, 37)"
"(70, 200, 1838)","(58, 55, 39)"
"(912, 214, 286)","(58, 40, 54)"
"(1158, 637, 1655)","(53, 45, 52)"
"(991, 324, 1354)","(28, 62, 70)"
"(1352, 374, 1352)","(63, 65, 30)"
"(1504, 500, 1021)","(60, 27, 76)"
"(1607, 352, 2637)","(29, 63, 68)"
"(1141, 231, 1654)","(59, 54, 38)"
"(1075, 656, 1359)","(53, 58, 40)"
"(552, 395, 2249)","(69, 60, 30)"
"(668, 325, 1191)","(50, 39, 64)"
"(858, 365, 1709)","(34, 54, 68)"
"(607, 521, 2330)","(32, 86, 44)"
"(963, 208, 1534)","(62, 32, 62)"
"(1210, 352, 2723)","(88, 31, 45)"
"(1943, 583, 119)","(38, 62, 53)"
"(176, 44, 710)","(49, 47, 54)"
"(1343, 87, 1418)","(62, 53, 37)"
"(2287, 413, 296)","(37, 58, 58)"
"(1067, 329, 975)","(55, 43, 52)"
"(1760, 572, 769)","(35, 66, 54)"
"(851, 674, 114)","(28, 71, 59)"
"(963, 852, 257)","(32, 56, 69)"
"(547, 572, 446)","(78, 42, 38)"
"(544, 458, 1539)","(51, 53, 46)"
"(1783, 478, 1579)","(34, 48, 74)"
"(1302, 775, 1125)","(62, 62, 32)"
"(279, 760, 1346)","(49, 63, 40)"
"(2218, 679, 2926)","(47, 49, 54)"
"(1495, 355, 1650)","(58, 57, 37)"
"(996, 219, 1508)","(63, 38, 51)"
"(1572, 479, 1624)","(58, 36, 60)"
"(1446, 449, 376)","(36, 45, 77)"
"(2231, 184, 1282)","(50, 41, 61)"
"(2473, 225, 1588)","(61, 67, 30)"
"(882, 573, 1421)","(53, 42, 56)"
"(2367, 628, 2927)","(86, 30, 47)"
"(1125, 579, 1419)","(57, 61, 36)"
"(1378, 566, 456)","(82, 43, 35)"
"(314, 740, 2053)","(52, 49, 49)"
"(1252, 289, 1740)","(52, 89, 27)"
"(2308, 711, 2804)","(47, 57, 46)"
"(273, 307, 1137)","(69, 32, 56)"
"(1082, 58, 1089)","(64, 34, 56)"
"(1103, 30, 1078)","(43, 99, 29)"
"(1842, 267, 688)","(52, 44, 54)"
"(1134, 288, 813)","(49, 71, 36)"
"(934, 392, 1719)","(33, 65, 58)"
"(1462, 554, 1592)","(33, 52, 72)"
"(1035, 469, 2865)","(67, 56, 33)"
"(1649, 648, 1964)","(52, 60, 39)"
"(890, 451, 1306)","(56, 41, 54)"
"(2281, 217, 2248)","(38, 43, 75)"
"(1513, 366, 1593)","(53, 52, 45)"
"(598, 4, 2078)","(40, 47, 66)"
"(1037, 371, 2037)","(61, 75, 27)"
"(1258, 154, 1575)","(40, 62, 50)"
"(1297, 318, 1691)","(40, 56, 55)"
"(262, 80, 802)","(32, 60, 65)"
"(1202, 609, 2057)","(45, 64, 42)"
"(232, 826, 1746)","(65, 64, 30)"
"(1563, 443, 1579)","(32, 76, 50)"
"(833, 374, 1250)","(74, 44, 38)"
"(1137, 215, 1398)","(25, 70, 70)"
"(1473, 454, 1535)","(37, 83, 41)"
"(912, 477, 1296)","(50, 50, 49)"
"(1106, 117, 326)","(58, 42, 50)"
"(667, 293, 1183)","(45, 56, 49)"
"(1241, 302, 1709)","(60, 56, 37)"
"(1753, 51, 1728)","(52, 51, 47)"
"(581, 435, 2272)","(31, 52, 78)"
"(750, 382, 1774)","(49, 68, 37)"
"(27, 335, 1370)","(63, 47, 41)"
"(76, 700, 2170)","(79, 25, 63)"
"(903, 135, 912)","(52, 39, 61)"
"(397, 4, 2398)","(49, 58, 44)"
"(1144, 619, 1076)","(29, 38, 110)"
"(927, 466, 458)","(50, 47, 52)"
"(0, 316, 1366)","(62, 69, 28)"
"(2300, 127, 1200)","(46, 53, 51)"
"(1089, 116, 312)","(70, 46, 38)"
"(1558, 294, 1605)","(48, 52, 50)"
"(773, 341, 2050)","(58, 67, 32)"
"(919, 368, 1134)","(49, 27, 94)"
"(1069, 404, 183)","(55, 32, 70)"
"(1706, 385, 188)","(50, 43, 58)"
"(214, 256, 2738)","(43, 92, 31)"
"(779, 465, 2288)","(67, 61, 30)"
"(266, 254, 1078)","(36, 44, 76)"
"(1465, 402, 1717)","(33, 96, 38)"
"(164, 766, 2274)","(35, 58, 60)"
"(249, 820, 1745)","(54, 65, 35)"
"(1584, 363, 2645)","(44, 50, 57)"
"(715, 381, 831)","(50, 65, 38)"
"(1842, 267, 688)","(52, 44, 54)"
"(907, 471, 1304)","(36, 41, 83)"
"(588, 386, 2032)","(36, 55, 63)"
"(1294, 302, 2423)","(39, 55, 58)"
"(1459, 349, 1673)","(32, 54, 71)"
"(1627, 648, 1108)","(79, 67, 23)"
"(24, 320, 1370)","(72, 29, 58)"
"(1521, 482, 1021)","(43, 53, 53)"
"(616, 597, 1536)","(32, 56, 69)"
"(1745, 95, 1006)","(45, 79, 33)"
"(1643, 281, 1415)","(72, 35, 49)"
"(1451, 490, 1539)","(57, 63, 34)"
"(45, 247, 952)","(87, 40, 35)"
"(629, 553, 2306)","(45, 59, 47)"
"(1018, 669, 2566)","(25, 70, 71)"
"(2278, 145, 2504)","(65, 44, 44)"
"(164, 766, 2274)","(35, 58, 60)"
"(259, 483, 2160)","(53, 36, 65)"
"(495, 413, 1318)","(39, 54, 59)"
"(2405, 589, 1396)","(85, 38, 38)"
"(316, 675, 1156)","(69, 25, 70)"
"(1769, 479, 1597)","(63, 34, 57)"
"(665, 165, 3001)","(58, 33, 65)"
"(1296, 188, 0)","(57, 68, 32)"
"(927, 342, 1580)","(57, 40, 54)"
"(679, 253, 1151)","(83, 59, 25)"
"(686, 444, 2515)","(57, 61, 35)"
"(1526, 345, 1680)","(42, 65, 45)"
"(340, 476, 3)","(52, 36, 65)"
"(906, 466, 965)","(55, 34, 65)"
"(911, 369, 1151)","(52, 45, 53)"
